TERYT Gminy,Gmina,Powiat,Województwo,Liczba komisji,Liczba uwzględnionych komisji,Komisja otrzymała kart do głosowania,Liczba wyborców uprawnionych do głosowania,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym","Liczba wyborców, którym wysłano pakiety wyborcze","Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie)",Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania,Liczba otrzymanych kopert zwrotnych,"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu","Liczba kopert zwrotnych, w których oświadczenie nie było podpisane","Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania","Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania",Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,W tym liczba kart wyjętych z kopert na kartę do głosowania,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów,W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata,Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów,NAWROCKI Karol Tadeusz,TRZASKOWSKI Rafał Kazimierz
260206,gm. Sędziszów,jędrzejowski,świętokrzyskie,17,17,9247.0,9326.0,2933.0,6314.0,0.0,6314.0,11.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,6314.0,0.0,0.0,6314.0,39.0,21.0,18.0,0.0,6275.0,4401.0,1874.0
260207,gm. Słupia (Jędrzejowska),jędrzejowski,świętokrzyskie,4,4,3205.0,3241.0,1038.0,2167.0,0.0,2167.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2167.0,0.0,0.0,2167.0,9.0,6.0,3.0,0.0,2158.0,1700.0,458.0
260208,gm. Sobków,jędrzejowski,świętokrzyskie,8,8,6371.0,6574.0,1762.0,4609.0,1.0,4610.0,7.0,44.0,1.0,0.0,0.0,0.0,0.0,1.0,4610.0,1.0,0.0,4610.0,33.0,17.0,16.0,0.0,4577.0,3412.0,1165.0
260209,gm. Wodzisław,jędrzejowski,świętokrzyskie,9,9,5277.0,5334.0,1728.0,3549.0,4.0,3553.0,12.0,43.0,4.0,1.0,0.0,0.0,0.0,3.0,3552.0,3.0,0.0,3552.0,24.0,14.0,10.0,0.0,3528.0,2576.0,952.0
260301,gm. Bejsce,kazimierski,świętokrzyskie,3,3,3135.0,3109.0,1327.0,1808.0,0.0,1808.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.0,0.0,0.0,1808.0,13.0,2.0,11.0,0.0,1795.0,1271.0,524.0
260302,gm. Czarnocin,kazimierski,świętokrzyskie,4,4,2911.0,2967.0,1065.0,1846.0,0.0,1846.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1846.0,0.0,0.0,1846.0,8.0,4.0,4.0,0.0,1838.0,1413.0,425.0
260303,gm. Kazimierza Wielka,kazimierski,świętokrzyskie,16,16,12149.0,12244.0,4483.0,7666.0,2.0,7668.0,25.0,86.0,2.0,0.0,0.0,0.0,0.0,2.0,7669.0,2.0,4.0,7665.0,47.0,26.0,21.0,0.0,7618.0,5073.0,2545.0
260304,gm. Opatowiec,kazimierski,świętokrzyskie,5,5,2606.0,2584.0,1010.0,1596.0,1.0,1597.0,15.0,33.0,1.0,0.0,0.0,0.0,0.0,1.0,1597.0,1.0,0.0,1597.0,13.0,7.0,6.0,0.0,1584.0,1031.0,553.0
260305,gm. Skalbmierz,kazimierski,świętokrzyskie,6,6,4858.0,4889.0,1719.0,3139.0,1.0,3140.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,3140.0,1.0,0.0,3140.0,27.0,22.0,5.0,0.0,3113.0,2408.0,705.0
260401,gm. Bieliny,kielecki,świętokrzyskie,11,11,7655.0,7755.0,2117.0,5538.0,1.0,5539.0,9.0,71.0,1.0,0.0,0.0,0.0,0.0,1.0,5539.0,1.0,0.0,5539.0,34.0,16.0,18.0,0.0,5505.0,4570.0,935.0
260402,gm. Bodzentyn,kielecki,świętokrzyskie,15,15,8517.0,8641.0,2619.0,5898.0,3.0,5901.0,14.0,111.0,3.0,1.0,0.0,0.0,0.0,2.0,5900.0,2.0,0.0,5900.0,42.0,25.0,17.0,0.0,5858.0,4363.0,1495.0
260403,gm. Chęciny,kielecki,świętokrzyskie,17,17,11781.0,11828.0,3466.0,8315.0,10.0,8325.0,0.0,173.0,10.0,1.0,0.0,0.0,0.0,9.0,8323.0,9.0,0.0,8323.0,74.0,39.0,35.0,0.0,8249.0,5656.0,2593.0
260404,gm. Chmielnik,kielecki,świętokrzyskie,22,22,8110.0,8460.0,2239.0,5871.0,0.0,5871.0,14.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,5871.0,0.0,0.0,5871.0,43.0,23.0,20.0,0.0,5828.0,4357.0,1471.0
260405,gm. Daleszyce,kielecki,świętokrzyskie,21,21,12197.0,12426.0,3200.0,8997.0,3.0,9000.0,7.0,137.0,3.0,1.0,0.0,0.0,0.0,2.0,8999.0,2.0,0.0,8999.0,78.0,40.0,38.0,0.0,8921.0,6330.0,2591.0
260406,gm. Górno,kielecki,świętokrzyskie,8,8,11147.0,11436.0,2586.0,8561.0,0.0,8561.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,8561.0,0.0,0.0,8561.0,72.0,44.0,28.0,0.0,8489.0,6368.0,2121.0
260407,gm. Łagów,kielecki,świętokrzyskie,10,10,5075.0,5095.0,1543.0,3532.0,0.0,3532.0,5.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,3532.0,0.0,0.0,3532.0,25.0,12.0,13.0,0.0,3507.0,2980.0,527.0
260408,gm. Łopuszno,kielecki,świętokrzyskie,10,10,6787.0,6895.0,1819.0,4968.0,2.0,4970.0,28.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,4968.0,0.0,0.0,4968.0,26.0,14.0,12.0,0.0,4942.0,3980.0,962.0
260409,gm. Masłów,kielecki,świętokrzyskie,12,12,8694.0,8859.0,2210.0,6484.0,1.0,6485.0,6.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,6484.0,0.0,0.0,6484.0,55.0,37.0,18.0,0.0,6429.0,3871.0,2558.0
260410,gm. Miedziana Góra,kielecki,świętokrzyskie,9,9,9105.0,9238.0,2290.0,6815.0,3.0,6818.0,6.0,79.0,3.0,0.0,0.0,0.0,0.0,3.0,6818.0,3.0,1.0,6817.0,78.0,39.0,39.0,0.0,6739.0,4051.0,2688.0
260411,gm. Mniów,kielecki,świętokrzyskie,11,11,7029.0,7084.0,2099.0,4930.0,0.0,4930.0,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,4930.0,0.0,0.0,4930.0,24.0,12.0,12.0,0.0,4906.0,3908.0,998.0
260412,gm. Morawica,kielecki,świętokrzyskie,20,20,14061.0,13769.0,3897.0,10164.0,0.0,10164.0,5.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,10163.0,0.0,0.0,10163.0,77.0,45.0,32.0,0.0,10086.0,6145.0,3941.0
260413,gm. Nowa Słupia,kielecki,świętokrzyskie,11,11,7134.0,7185.0,2462.0,4672.0,0.0,4672.0,24.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,4672.0,0.0,0.0,4672.0,25.0,10.0,15.0,0.0,4647.0,3453.0,1194.0
260414,gm. Piekoszów,kielecki,świętokrzyskie,17,17,12624.0,12771.0,3523.0,9102.0,3.0,9105.0,17.0,128.0,3.0,0.0,0.0,0.0,0.0,3.0,9105.0,3.0,1.0,9104.0,58.0,29.0,29.0,0.0,9046.0,6658.0,2388.0
260415,gm. Pierzchnica,kielecki,świętokrzyskie,13,13,3818.0,3859.0,1143.0,2675.0,0.0,2675.0,7.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2675.0,0.0,0.0,2675.0,24.0,8.0,16.0,0.0,2651.0,2031.0,620.0
260416,gm. Raków,kielecki,świętokrzyskie,10,10,4288.0,4354.0,1307.0,2981.0,0.0,2981.0,6.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,2981.0,0.0,0.0,2981.0,20.0,13.0,7.0,0.0,2961.0,2247.0,714.0
260417,gm. Nowiny,kielecki,świętokrzyskie,8,8,5930.0,6006.0,1499.0,4431.0,2.0,4433.0,9.0,47.0,2.0,0.0,0.0,0.0,0.0,2.0,4433.0,2.0,0.0,4433.0,37.0,20.0,17.0,0.0,4396.0,2440.0,1956.0
260418,gm. Strawczyn,kielecki,świętokrzyskie,11,11,8458.0,8568.0,2206.0,6252.0,0.0,6252.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,6252.0,0.0,0.0,6252.0,38.0,23.0,15.0,0.0,6214.0,4845.0,1369.0
260419,gm. Zagnańsk,kielecki,świętokrzyskie,13,13,9571.0,9693.0,2540.0,7031.0,3.0,7034.0,18.0,126.0,3.0,0.0,0.0,0.0,0.0,3.0,7033.0,3.0,1.0,7032.0,67.0,28.0,39.0,0.0,6965.0,4273.0,2692.0
260501,gm. Fałków,konecki,świętokrzyskie,6,6,3334.0,3341.0,937.0,2397.0,0.0,2397.0,15.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2397.0,0.0,0.0,2397.0,23.0,7.0,16.0,0.0,2374.0,1894.0,480.0
260502,gm. Gowarczów,konecki,świętokrzyskie,5,5,3549.0,3606.0,1103.0,2446.0,0.0,2446.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2446.0,0.0,0.0,2446.0,20.0,13.0,7.0,0.0,2426.0,1839.0,587.0
260503,gm. Końskie,konecki,świętokrzyskie,27,27,26569.0,26207.0,7935.0,18634.0,0.0,18634.0,58.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,18633.0,0.0,2.0,18631.0,146.0,87.0,59.0,0.0,18485.0,10734.0,7751.0
260504,gm. Radoszyce,konecki,świętokrzyskie,9,9,6560.0,6537.0,2021.0,4539.0,1.0,4540.0,15.0,39.0,1.0,0.0,0.0,0.0,0.0,1.0,4540.0,1.0,1.0,4539.0,39.0,18.0,21.0,0.0,4500.0,3650.0,850.0
260505,gm. Ruda Maleniecka,konecki,świętokrzyskie,6,6,2342.0,2389.0,624.0,1718.0,0.0,1718.0,5.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1718.0,0.0,0.0,1718.0,11.0,8.0,3.0,0.0,1707.0,1224.0,483.0
260506,gm. Słupia Konecka,konecki,świętokrzyskie,7,7,2543.0,2441.0,841.0,1702.0,0.0,1702.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1702.0,0.0,0.0,1702.0,21.0,12.0,9.0,0.0,1681.0,1333.0,348.0
260507,gm. Smyków,konecki,świętokrzyskie,7,7,2892.0,2954.0,854.0,2038.0,0.0,2038.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.0,0.0,0.0,2038.0,13.0,8.0,5.0,0.0,2025.0,1591.0,434.0
260508,gm. Stąporków,konecki,świętokrzyskie,22,22,12598.0,12474.0,4569.0,8029.0,6.0,8035.0,27.0,132.0,6.0,0.0,0.0,0.0,0.0,6.0,8035.0,6.0,0.0,8035.0,58.0,30.0,28.0,0.0,7977.0,5059.0,2918.0
260601,gm. Baćkowice,opatowski,świętokrzyskie,5,5,3691.0,3691.0,1247.0,2444.0,0.0,2444.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2444.0,0.0,0.0,2444.0,9.0,4.0,5.0,0.0,2435.0,1999.0,436.0
260602,gm. Iwaniska,opatowski,świętokrzyskie,12,12,5034.0,5044.0,1578.0,3455.0,0.0,3455.0,9.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,3455.0,0.0,0.0,3455.0,28.0,9.0,19.0,0.0,3427.0,2845.0,582.0
260603,gm. Lipnik,opatowski,świętokrzyskie,12,12,3966.0,3925.0,1449.0,2517.0,0.0,2517.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2516.0,0.0,0.0,2516.0,32.0,10.0,22.0,0.0,2484.0,1952.0,532.0
260604,gm. Opatów,opatowski,świętokrzyskie,15,15,9039.0,8518.0,3413.0,5626.0,1.0,5627.0,17.0,106.0,1.0,0.0,0.0,0.0,0.0,1.0,5627.0,1.0,0.0,5627.0,69.0,43.0,26.0,0.0,5558.0,3771.0,1787.0
260605,gm. Ożarów,opatowski,świętokrzyskie,21,21,8219.0,7875.0,3236.0,4983.0,1.0,4984.0,14.0,108.0,1.0,0.0,0.0,0.0,0.0,1.0,4984.0,1.0,0.0,4984.0,45.0,25.0,20.0,0.0,4939.0,3339.0,1600.0
260606,gm. Sadowie,opatowski,świętokrzyskie,8,8,2998.0,2965.0,1077.0,1921.0,0.0,1921.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1921.0,0.0,0.0,1921.0,17.0,6.0,11.0,0.0,1904.0,1513.0,391.0
260607,gm. Tarłów,opatowski,świętokrzyskie,6,6,3845.0,3892.0,1423.0,2422.0,0.0,2422.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2422.0,0.0,0.0,2422.0,17.0,9.0,8.0,0.0,2405.0,1918.0,487.0
260608,gm. Wojciechowice,opatowski,świętokrzyskie,6,6,3069.0,3000.0,1145.0,1924.0,3.0,1927.0,12.0,26.0,3.0,0.0,0.0,0.0,0.0,3.0,1927.0,3.0,0.0,1927.0,22.0,18.0,4.0,0.0,1905.0,1367.0,538.0
260701,m. Ostrowiec Świętokrzyski,ostrowiecki,świętokrzyskie,38,38,48800.0,47157.0,17953.0,30837.0,30.0,30867.0,56.0,446.0,30.0,1.0,0.0,0.0,0.0,29.0,30862.0,29.0,3.0,30859.0,261.0,144.0,117.0,0.0,30598.0,15561.0,15037.0
260702,gm. Bałtów,ostrowiecki,świętokrzyskie,9,9,2709.0,2684.0,947.0,1762.0,0.0,1762.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1762.0,0.0,0.0,1762.0,20.0,12.0,8.0,0.0,1742.0,1209.0,533.0
260703,gm. Bodzechów,ostrowiecki,świętokrzyskie,16,16,10096.0,9914.0,3719.0,6377.0,2.0,6379.0,9.0,73.0,2.0,0.0,0.0,0.0,0.0,2.0,6379.0,2.0,0.0,6379.0,55.0,29.0,26.0,0.0,6324.0,3901.0,2423.0
260704,gm. Ćmielów,ostrowiecki,świętokrzyskie,9,9,5461.0,5374.0,2133.0,3328.0,2.0,3330.0,9.0,32.0,2.0,0.0,0.0,0.0,0.0,2.0,3330.0,2.0,0.0,3330.0,32.0,22.0,10.0,0.0,3298.0,2120.0,1178.0
260705,gm. Kunów,ostrowiecki,świętokrzyskie,14,14,7294.0,7236.0,2578.0,4716.0,0.0,4716.0,10.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,4716.0,0.0,0.0,4716.0,36.0,17.0,19.0,0.0,4680.0,3093.0,1587.0
260706,gm. Waśniów,ostrowiecki,świętokrzyskie,10,10,4989.0,5027.0,1736.0,3253.0,1.0,3254.0,6.0,38.0,1.0,0.0,0.0,0.0,0.0,1.0,3254.0,1.0,0.0,3254.0,17.0,7.0,10.0,0.0,3237.0,2656.0,581.0
260801,gm. Działoszyce,pińczowski,świętokrzyskie,6,6,3824.0,3909.0,1406.0,2418.0,2.0,2420.0,18.0,43.0,2.0,0.0,0.0,0.0,0.0,2.0,2420.0,2.0,1.0,2419.0,14.0,7.0,7.0,0.0,2405.0,1696.0,709.0
260802,gm. Kije,pińczowski,świętokrzyskie,6,6,3442.0,3481.0,1011.0,2431.0,1.0,2432.0,10.0,57.0,1.0,0.0,0.0,0.0,0.0,1.0,2431.0,1.0,0.0,2431.0,13.0,9.0,4.0,0.0,2418.0,1837.0,581.0
260803,gm. Michałów,pińczowski,świętokrzyskie,6,6,3515.0,3553.0,1122.0,2393.0,0.0,2393.0,6.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2393.0,0.0,0.0,2393.0,15.0,8.0,7.0,0.0,2378.0,1745.0,633.0
260804,gm. Pińczów,pińczowski,świętokrzyskie,18,18,16016.0,15844.0,5684.0,10332.0,5.0,10337.0,30.0,146.0,5.0,0.0,0.0,0.0,0.0,5.0,10337.0,5.0,0.0,10337.0,77.0,31.0,46.0,0.0,10260.0,6318.0,3942.0
260805,gm. Złota,pińczowski,świętokrzyskie,5,5,3484.0,3497.0,1193.0,2291.0,0.0,2291.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2291.0,0.0,0.0,2291.0,7.0,3.0,4.0,0.0,2284.0,1641.0,643.0
260901,m. Sandomierz,sandomierski,świętokrzyskie,15,15,17251.0,16986.0,5624.0,11627.0,15.0,11642.0,52.0,445.0,14.0,0.0,0.0,0.0,0.0,14.0,11641.0,14.0,0.0,11641.0,79.0,41.0,38.0,0.0,11562.0,5804.0,5758.0
260902,gm. Dwikozy,sandomierski,świętokrzyskie,14,14,6570.0,6477.0,2516.0,4054.0,0.0,4054.0,7.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4054.0,0.0,0.0,4054.0,36.0,26.0,10.0,0.0,4018.0,2590.0,1428.0
260903,gm. Klimontów,sandomierski,świętokrzyskie,15,15,6111.0,5982.0,2219.0,3892.0,0.0,3892.0,25.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.0,0.0,0.0,3891.0,30.0,15.0,15.0,0.0,3861.0,2970.0,891.0
260904,gm. Koprzywnica,sandomierski,świętokrzyskie,11,11,5113.0,5036.0,1697.0,3416.0,0.0,3416.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3416.0,0.0,0.0,3416.0,16.0,9.0,7.0,0.0,3400.0,2581.0,819.0
260905,gm. Łoniów,sandomierski,świętokrzyskie,7,7,5765.0,5709.0,1917.0,3848.0,0.0,3848.0,19.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,3848.0,0.0,0.0,3848.0,37.0,18.0,19.0,0.0,3811.0,2936.0,875.0
260906,gm. Obrazów,sandomierski,świętokrzyskie,7,7,4871.0,4890.0,1637.0,3234.0,0.0,3234.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3234.0,0.0,0.0,3234.0,20.0,9.0,11.0,0.0,3214.0,2335.0,879.0
260907,gm. Samborzec,sandomierski,świętokrzyskie,10,10,6524.0,6414.0,2159.0,4365.0,7.0,4372.0,18.0,29.0,7.0,0.0,0.0,0.0,0.0,7.0,4372.0,7.0,0.0,4372.0,30.0,18.0,12.0,0.0,4342.0,3146.0,1196.0
260908,gm. Wilczyce,sandomierski,świętokrzyskie,7,7,2823.0,2802.0,999.0,1824.0,0.0,1824.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1824.0,0.0,0.0,1824.0,13.0,6.0,7.0,0.0,1811.0,1294.0,517.0
260909,gm. Zawichost,sandomierski,świętokrzyskie,7,7,3158.0,3206.0,1148.0,2010.0,0.0,2010.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,2010.0,29.0,8.0,21.0,0.0,1981.0,1370.0,611.0
261001,m. Skarżysko-Kamienna,skarżyski,świętokrzyskie,35,35,32538.0,31510.0,10996.0,21542.0,20.0,21562.0,100.0,351.0,20.0,0.0,0.0,0.0,0.0,20.0,21562.0,20.0,2.0,21560.0,203.0,115.0,88.0,0.0,21357.0,10720.0,10637.0
261002,gm. Bliżyn,skarżyski,świętokrzyskie,5,5,6093.0,6078.0,2076.0,4017.0,3.0,4020.0,14.0,62.0,2.0,0.0,0.0,0.0,0.0,2.0,4016.0,2.0,0.0,4016.0,44.0,28.0,16.0,0.0,3972.0,2568.0,1404.0
261003,gm. Łączna,skarżyski,świętokrzyskie,8,8,3870.0,3916.0,1152.0,2718.0,2.0,2720.0,2.0,27.0,2.0,0.0,0.0,0.0,0.0,2.0,2720.0,2.0,0.0,2720.0,35.0,21.0,14.0,0.0,2685.0,2040.0,645.0
261004,gm. Skarżysko Kościelne,skarżyski,świętokrzyskie,7,7,4468.0,4413.0,1460.0,3008.0,1.0,3009.0,5.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,3009.0,1.0,0.0,3009.0,38.0,27.0,11.0,0.0,2971.0,1911.0,1060.0
261005,gm. Suchedniów,skarżyski,świętokrzyskie,12,12,7471.0,7327.0,2489.0,4982.0,0.0,4982.0,31.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,4982.0,0.0,2.0,4980.0,31.0,19.0,12.0,0.0,4949.0,2583.0,2366.0
261101,m. Starachowice,starachowicki,świętokrzyskie,24,24,34677.0,33962.0,11785.0,22892.0,15.0,22907.0,54.0,452.0,15.0,0.0,0.0,0.0,0.0,15.0,22905.0,15.0,10.0,22895.0,191.0,115.0,76.0,0.0,22704.0,11516.0,11188.0
261102,gm. Brody,starachowicki,świętokrzyskie,13,13,8253.0,8173.0,2912.0,5341.0,0.0,5341.0,14.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,5341.0,0.0,0.0,5341.0,45.0,16.0,29.0,0.0,5296.0,3661.0,1635.0
261103,gm. Mirzec,starachowicki,świętokrzyskie,10,10,6261.0,6339.0,1774.0,4487.0,5.0,4492.0,5.0,70.0,5.0,0.0,0.0,0.0,0.0,5.0,4492.0,5.0,0.0,4492.0,27.0,14.0,13.0,0.0,4465.0,3365.0,1100.0
261104,gm. Pawłów,starachowicki,świętokrzyskie,17,17,11511.0,11543.0,3786.0,7725.0,2.0,7727.0,5.0,50.0,2.0,0.0,0.0,0.0,0.0,2.0,7727.0,2.0,2.0,7725.0,49.0,22.0,27.0,0.0,7676.0,6317.0,1359.0
261105,gm. Wąchock,starachowicki,świętokrzyskie,6,6,5123.0,5069.0,1672.0,3451.0,2.0,3453.0,20.0,51.0,2.0,0.0,0.0,0.0,0.0,2.0,3453.0,2.0,0.0,3453.0,29.0,17.0,12.0,0.0,3424.0,2033.0,1391.0
261201,gm. Bogoria,staszowski,świętokrzyskie,10,10,5935.0,5921.0,2006.0,3929.0,0.0,3929.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3929.0,0.0,0.0,3929.0,36.0,16.0,20.0,0.0,3893.0,2986.0,907.0
261202,gm. Łubnice,staszowski,świętokrzyskie,4,4,3163.0,3170.0,1027.0,2136.0,0.0,2136.0,7.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2136.0,0.0,0.0,2136.0,22.0,13.0,9.0,0.0,2114.0,1725.0,389.0
261203,gm. Oleśnica,staszowski,świętokrzyskie,7,7,2986.0,2978.0,1116.0,1870.0,0.0,1870.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1870.0,0.0,0.0,1870.0,8.0,6.0,2.0,0.0,1862.0,1382.0,480.0
261204,gm. Osiek,staszowski,świętokrzyskie,11,11,5874.0,5856.0,1793.0,4081.0,2.0,4083.0,6.0,37.0,2.0,0.0,0.0,0.0,0.0,2.0,4083.0,2.0,0.0,4083.0,15.0,8.0,7.0,0.0,4068.0,3585.0,483.0
261205,gm. Połaniec,staszowski,świętokrzyskie,13,13,8629.0,8504.0,2568.0,6061.0,0.0,6061.0,7.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,6061.0,0.0,1.0,6060.0,33.0,19.0,14.0,0.0,6027.0,4293.0,1734.0
261206,gm. Rytwiany,staszowski,świętokrzyskie,11,11,4988.0,4916.0,1668.0,3320.0,0.0,3320.0,4.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,3320.0,0.0,0.0,3320.0,33.0,15.0,18.0,0.0,3287.0,2494.0,793.0
261207,gm. Staszów,staszowski,świętokrzyskie,29,29,19685.0,18997.0,6884.0,12811.0,6.0,12817.0,24.0,143.0,5.0,0.0,0.0,0.0,0.0,5.0,12816.0,5.0,0.0,12816.0,88.0,49.0,39.0,0.0,12728.0,8171.0,4557.0
261208,gm. Szydłów,staszowski,świętokrzyskie,7,7,3533.0,3595.0,1005.0,2528.0,0.0,2528.0,6.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2528.0,0.0,0.0,2528.0,18.0,12.0,6.0,0.0,2510.0,1905.0,605.0
261301,gm. Kluczewsko,włoszczowski,świętokrzyskie,5,5,3971.0,4022.0,1056.0,2915.0,1.0,2916.0,12.0,66.0,1.0,0.0,0.0,0.0,0.0,1.0,2916.0,1.0,0.0,2916.0,23.0,15.0,8.0,0.0,2893.0,2313.0,580.0
261302,gm. Krasocin,włoszczowski,świętokrzyskie,7,7,7966.0,8008.0,2365.0,5601.0,3.0,5604.0,2.0,65.0,3.0,0.0,0.0,0.0,0.0,3.0,5604.0,3.0,0.0,5604.0,35.0,16.0,19.0,0.0,5569.0,4325.0,1244.0
261303,gm. Moskorzew,włoszczowski,świętokrzyskie,4,4,2152.0,2183.0,712.0,1440.0,0.0,1440.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,0.0,0.0,1440.0,6.0,5.0,1.0,0.0,1434.0,1091.0,343.0
261304,gm. Radków,włoszczowski,świętokrzyskie,3,3,1907.0,1958.0,638.0,1269.0,0.0,1269.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1269.0,0.0,0.0,1269.0,8.0,4.0,4.0,0.0,1261.0,874.0,387.0
261305,gm. Secemin,włoszczowski,świętokrzyskie,8,8,3650.0,3753.0,1116.0,2534.0,0.0,2534.0,6.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,2534.0,0.0,0.0,2534.0,20.0,10.0,10.0,0.0,2514.0,1806.0,708.0
261306,gm. Włoszczowa,włoszczowski,świętokrzyskie,15,15,14881.0,14587.0,4570.0,10311.0,3.0,10314.0,22.0,129.0,3.0,1.0,0.0,0.0,0.0,2.0,10313.0,2.0,0.0,10313.0,90.0,46.0,44.0,0.0,10223.0,7032.0,3191.0
280101,m. Bartoszyce,bartoszycki,warmińsko-mazurskie,13,13,16486.0,15996.0,6022.0,10464.0,5.0,10469.0,33.0,304.0,5.0,0.0,0.0,0.0,0.0,5.0,10468.0,5.0,0.0,10468.0,78.0,41.0,37.0,0.0,10390.0,4560.0,5830.0
280102,m. Górowo Iławeckie,bartoszycki,warmińsko-mazurskie,2,2,2837.0,2763.0,1143.0,1694.0,0.0,1694.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1694.0,0.0,2.0,1692.0,6.0,4.0,2.0,0.0,1686.0,768.0,918.0
280103,gm. Bartoszyce,bartoszycki,warmińsko-mazurskie,13,13,7897.0,7754.0,3336.0,4561.0,0.0,4561.0,3.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,4561.0,0.0,0.0,4561.0,43.0,18.0,25.0,0.0,4518.0,2644.0,1874.0
280104,gm. Bisztynek,bartoszycki,warmińsko-mazurskie,10,10,4422.0,4396.0,2040.0,2382.0,3.0,2385.0,3.0,32.0,3.0,0.0,0.0,0.0,0.0,3.0,2385.0,3.0,0.0,2385.0,19.0,4.0,15.0,0.0,2366.0,1316.0,1050.0
280105,gm. Górowo Iławeckie,bartoszycki,warmińsko-mazurskie,9,9,6217.0,5801.0,3015.0,3202.0,2.0,3204.0,3.0,24.0,2.0,0.0,0.0,0.0,0.0,2.0,3204.0,2.0,0.0,3204.0,37.0,8.0,29.0,0.0,3167.0,1464.0,1703.0
280106,gm. Sępopol,bartoszycki,warmińsko-mazurskie,11,11,4437.0,4353.0,2044.0,2393.0,0.0,2393.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2393.0,0.0,0.0,2393.0,16.0,6.0,10.0,0.0,2377.0,1357.0,1020.0
